,as1,as2,as3,as4,bjdCode,kaptCode,kaptName
15347,경기도,안성시,아양동,4155011900,A10027143,아양LH1단지아파트,
15348,경기도,평택시,신장동,4122011200,A10026756,평택(송탄역)클래시아,
15349,충청남도,천안서북구,성성동,4413310500,A10026540,천안레이크타운2차 푸르지오 아파트,
15350,서울특별시,광진구,자양동,1121510500,A10026399,강변아이파크아파트,
15351,경상북도,경주시,현곡면,하구리,4713036023,A10026287,경주현곡푸르지오
15352,서울특별시,동대문구,답십리동,1123010500,A10026232,래미안미드카운티,
15353,전라북도,전주덕진구,반월동,4511312300,A10026170,반월남해오네뜨하이뷰아파트,
15354,인천광역시,계양구,작전동,2824510300,A40781712,작전 현대1차 아파트,
15355,전라북도,임실군,임실읍,이도리,4575025022,A10026086,임실 코아루더베스트
15356,인천광역시,서구,마전동,2826011300,A10025960,마전풍림아이원2차,
15357,경상남도,거제시,일운면,지세포리,4831031024,A10025959,거제코아루파크드림아파트
15358,울산광역시,남구,야음동,3114010800,A10025957,울산대현더샵2단지,
15359,부산광역시,강서구,명지동,2644010400,A10025932,명지금강펜테리움센트럴파크3차,
15360,강원도,원주시,태장동,4213011200,A10025931,뉴스테이아파트,
15361,경기도,안산단원구,선부동,4127310900,A10025945,e편한세상선부파크플레이스,
15362,경기도,수원팔달구,인계동,4111514100,A10025519,인계한양수자인,
15363,경기도,성남수정구,고등동,4113111200,A10025391,고등마을아파트,
15364,경기도,고양덕양구,향동동,4128113200,A10025390,DMC하우스디NHF,
15365,충청남도,천안서북구,성정동,4413310200,A10025388,프라지움11차 아파트,
15366,서울특별시,구로구,항동,1153011200,A10025386,항동하버라인 11단지 아파트,
15367,경기도,화성시,새솔동,4159014000,A10025384,송산 세영리첼 에듀파크아파트,
15368,경기도,이천시,증포동,4150010900,A10025379,이천증포 대원칸타빌아파트,
15369,경기도,용인수지구,동천동,4146510300,A10025376,동천 파크 자이 아파트 ,
15370,충청남도,서산시,성연면,일람리,4421036021,A10025369,서산금호어울림에듀퍼스트아파트
15371,강원도,속초시,조양동,4221010800,A10025348,속초효성해링턴플레이스아파트,
15372,경기도,수원권선구,호매실동,4111313500,A10025347,호매실금호 어울림 에듀포레,
15373,세종특별자치시,반곡동,3611010100,A10025346,수루배마을6단지아파트,,
15374,경기도,의정부시,의정부동,4115010100,A10025334,승윤노블리안시티2,
15375,충청남도,홍성군,구항면,오봉리,4480039022,A10026904,구항 온누리아파트
15376,전라남도,보성군,보성읍,보성리,4678025021,A10026538,보성센트럴뷰아파트
15377,전라북도,남원시,월락동,4519011700,A10027636,풍산누리안아파트,
15378,경상북도,포항북구,흥해읍,학천리,4711325047,A10027617,달전2차 삼도뷰엔빌스마트
15379,서울특별시,강남구,수서동,1168011500,A10027446,강남더샵포레스트,
15380,서울특별시,양천구,목동,1147010200,A10027303,목동효성아파트,
15381,울산광역시,중구,반구동,3111011800,A10026818,소담팰리스,
15382,전라북도,전주덕진구,송천동2가,4511312200,A10026416,에코시티 더샵,
15383,전라남도,여수시,둔덕동,4613012300,A10026294,여도아파트,
15384,충청북도,청주청원구,사천동,4311410400,A10026090,청주사천푸르지오아파트,
15385,경기도,양주시,옥정동,4163011400,A10026075,양주옥정 리젠시빌란트,
15386,서울특별시,서대문구,남가좌동,1141012000,A10025976,DMC센트럴아이파크 ,
15387,경기도,의정부시,장암동,4115010300,A10025882,장암푸르지오아파트1단지,
15388,경기도,의정부시,낙양동,4115010700,A10025848,민락 노블랜드 9단지,
15389,경기도,하남시,풍산동,4145011000,A10025739,미사강변신안인스빌아파트,
15390,경기도,의왕시,학의동,4143010600,A10025539,의왕백운밸리골드클래스,
15391,서울특별시,구로구,항동,1153011200,A10025387,항동하버라인2단지,
15392,서울특별시,서초구,서초동,1165010800,A10025375,지웰홈스 서초,
15393,경상남도,김해시,삼계동,4825010700,A10025286,삼계서희스타힐스아파트,
15394,서울특별시,동작구,동작동,1159010600,A10025175,신동아갯마을아파트,
15395,울산광역시,남구,두왕동,3114010300,A10025173,대공원호반베르디움1차,
15396,경기도,안양동안구,호계동,4117310400,A43108011,흥화브라운빌,
15397,서울특별시,성동구,옥수동,1120011300,A13375909,극동옥정,
15398,경기도,용인수지구,죽전동,4146510200,A44816020,도담마을푸르지오,
15399,제주특별자치도,서귀포시,서호동,5013010300,A10027562,제주 서귀포 혁신도시 LH2단지,
15400,인천광역시,서구,신현동,2826010900,A10026702,루원시티대성베르힐,
15401,광주광역시,광산구,우산동,2920010900,A10026398,우산동 한국아델리움&중해마루힐,
15402,충청남도,논산시,화지동,4423010100,A10026290,논산수린나아파트,
15403,세종특별자치시,다정동,3611010900,A10026288,가온마을6단지 ,,
15404,경기도,광주시,태전동,4161011000,A10026088,힐스테이트 태전 5지구 아파트 ,
15405,경기도,김포시,구래동,4157010900,A10025919,김포한강예미지 아파트,
15406,경기도,김포시,풍무동,4157010700,A10025738,김포풍무 꿈에그린 더포레듀4단지,
15407,경상남도,밀양시,교동,4827010300,A10025735,밀양대경파미르아파트,
15408,충청북도,제천시,신월동,4315011200,A10025808,제천 행복주택,
15409,경기도,하남시,망월동,4145010900,A10025469,미사강변 호반 써밋 아파트,
15410,서울특별시,서초구,잠원동,1165010600,A10025418,래미안 신반포 리오센트,
15411,경기도,파주시,법원읍,법원리,4148025622,A10025155,파주법원LH1단지
15412,서울특별시,중랑구,신내동,1126010600,A10027775,신내의료안심주택,
15413,강원도,원주시,반곡동,4213011700,A10027759,원주혁신1단지부영아파트,
15414,경상북도,포항남구,오천읍,원리,4711125621,A10027757,포항원동5차 부영아파트
15415,서울특별시,강서구,염창동,1150010100,A10027541,강서쌍용예가아파트,
15416,대구광역시,달성군,다사읍,죽곡리,2771025627,A10027482,죽곡한신휴플러스
15417,전라남도,나주시,빛가람동,4617013400,A10027219,혁신도시 빛가람중흥S-CLASS리버티,
15418,부산광역시,북구,구포동,2632010500,A10027166,구포봄여름가을겨울,
15419,충청남도,아산시,모종동,4420011300,A10027173,캐슬어울림1단지아파트,
15420,전라북도,김제시,신풍동,4521010200,A10026733,김제신풍 루비츠아파트,
15421,충청남도,아산시,배방읍,공수리,4420025324,A10026656,아산배방3차 한성필하우스아파트
15422,서울특별시,중구,만리동2가,1114017400,A10026881,서울역센트럴자이아파트,
15423,충청남도,예산군,예산읍,향천리,4481025022,A10026124,다솜힐연립주택
15424,광주광역시,북구,동림동,2917010800,A10026123,운암산코오롱하늘채,
15425,서울특별시,동대문구,답십리동,1123010500,A10025754,답십리파크자이,
15426,강원도,원주시,지정면,가곡리,4213033023,A10025725,원주기업도시 이지더원1차
15427,전라남도,장흥군,장흥읍,원도리,4680025045,A10025717,장흥코아루해피트리아파트
15428,대구광역시,동구,신암동,2714010100,A10025874,이안 동대구,
15429,전라북도,전주완산구,삼천동1가,4511113700,A56080421,삼천남양아파트,
15430,경상북도,경주시,현곡면,하구리,4713036023,A10025701,경주센트럴푸르지오
15431,경기도,남양주시,화도읍,묵현리,4136025622,A47284623,삼신17차푸른솔
15432,경상북도,경산시,정평동,4729011100,A71211002,경산현대타운,
15433,부산광역시,부산진구,당감동,2623010900,A61482207,개금주공3단지아파트,
15434,대전광역시,서구,도마동,3017010300,A30273002,효성타운,
15435,경기도,구리시,수택동,4131010500,A47103002,수택성원상떼빌,
15436,울산광역시,북구,달천동,3120010900,A68370101,그린카운티3단지,
15437,서울특별시,동대문구,답십리동,1123010500,A13003202,답십리청솔우성,
15438,대구광역시,수성구,지산동,2726011200,A70609202,지산현대,
15439,전라북도,전주완산구,서신동,4511112900,A56082206,서신동 대우.대창,
15440,서울특별시,강서구,화곡동,1150010300,A15788302,화곡대림아파트,
15441,충청남도,태안군,태안읍,삭선리,4482525033,A35790705,태안신동아
15442,경기도,동두천시,송내동,4125010100,A48301003,송내3단지,
15443,서울특별시,강남구,개포동,1168010300,A13594007,대청,
15444,전라남도,목포시,대양동,4611016300,A53028001,근화희망타운3차,
15445,경기도,안산단원구,초지동,4127310700,A42586606,그린빌11단지,
15446,경상남도,진주시,금산면,중천리,4817041026,A66092109,금산진흥더루벤스
15447,전라북도,전주완산구,평화동1가,4511113200,A56077802,평화동오네뜨,
15448,경기도,고양일산동구,마두동,4128510500,A41081101,마두강촌마을6단지한양,
15449,부산광역시,영도구,동삼동,2620012100,A60608106,반도보라비치타운,
15450,서울특별시,송파구,가락동,1171010700,A13880806,가락쌍용1차,
15451,경기도,부천시,상동,4119010900,A42003010,상동하얀마을경남아너스빌,
15452,경상북도,안동시,안막동,4717013200,A76034004,안막현대,
15453,경기도,안산상록구,사동,4127110300,A42690105,숲속마을요진,
15454,경기도,고양일산동구,풍동,4128510700,A41084301,풍동에이스12차,
15455,경기도,고양일산동구,장항동,4128510400,A41083708,장항호수5단지청구,
15456,광주광역시,북구,일곡동,2917012700,A50086712,한일아파트,
15457,광주광역시,동구,운림동,2911012100,A50183405,라인2차,
15458,부산광역시,연제구,거제동,2647010100,A61107001,거제동한일유앤아이,
15459,서울특별시,양천구,신월동,1147010300,A15884703,신월시영아파트,
15460,서울특별시,동작구,노량진동,1159010100,A15676701,신동아리버파크제2관리사무소,
15461,서울특별시,서대문구,홍제동,1141011100,A12009303,홍제현대그린,
15462,경기도,이천시,부발읍,아미리,4150025330,A46773302,"현대성우3,4단지"
15463,경기도,부천시,상동,4119010900,A42003026,상동효성센트럴타운,
15464,서울특별시,광진구,광장동,1121510400,A14380605,광장신동아파밀리에,
15465,전라북도,전주완산구,삼천동1가,4511113700,A56081303,삼천시영개나리,
15466,부산광역시,연제구,연산동,2647010200,A61182308,연산동한일유앤아이아파트,
15467,대전광역시,서구,월평동,3017011300,A30279306,대전둔산3,
15468,인천광역시,강화군,강화읍,갑곳리,2871025025,A41780101,강화 베이힐 아파트
15469,강원도,철원군,갈말읍,군탄리,4278025624,A26980001,철원갈말유명아파트
15470,경상남도,창원성산구,남산동,4812310600,A64196501,한양아파트2동,
15471,충청북도,청주청원구,사천동,4311410400,A36022003,사천덕성그린아파트,
15472,전라북도,전주완산구,서신동,4511112900,A56082111,서신동 제일비사벌,
15473,서울특별시,송파구,가락동,1171010700,A13880407,가락금호,
15474,충청북도,청주흥덕구,복대동,4311311400,A36184301,복대덕일아파트,
15475,경기도,성남분당구,서현동,4113510500,A46377309,서현시범우성,
15476,경상남도,거제시,장평동,4831010800,A65691814,에스빌리지,
15477,경상북도,포항남구,효자동,4711111400,A79033003,효자웰빙타운 SK VIEW,
15478,강원도,홍천군,홍천읍,연봉리,4272025029,A25093004,세영the-조은
15479,광주광역시,서구,마륵동,2914013100,A50215701,상무자이,
15480,서울특별시,마포구,현석동,1144011200,A10027714,래미안 웰스트림,
15481,경기도,화성시,오산동,4159012900,A10027095,센트럴힐즈 동탄아파트,
15482,서울특별시,송파구,장지동,1171010900,A10027461,힐스테이트 송파위례아파트,
15483,광주광역시,광산구,산정동,2920012700,A10026690,산정빛여울채아파트,
15484,경기도,남양주시,다산동,4136011200,A10026156,다산유승한내들골든뷰,
15485,인천광역시,중구,운남동,2811014600,A10025702,영종센트럴푸르지오자이 아파트,
15486,경상북도,포항남구,오천읍,구정리,4711125631,A10025650,오천서희스타힐스
15487,서울특별시,성북구,길음동,1129013400,A10025638,래미안길음센터피스,
15488,서울특별시,관악구,남현동,1162010300,A10025511,남현동 흥화 브라운아파트,
15489,서울특별시,중구,신당동,1114016200,A10025372,신당KCC스위첸아파트,
15490,경기도,화성시,향남읍,구문천리,4159025925,A10025324,화성발안 LH1단지
15491,인천광역시,남동구,논현동,2820011000,A10026371,이안더테라스,
15492,제주특별자치도,제주시,도련일동,5011013000,A10027773,제주삼화부영7차아파트,
15493,서울특별시,노원구,월계동,1135010200,A10027716,꿈의숲 SK뷰 아파트,
15494,경상남도,밀양시,삼문동,4827010400,A10027954,밀양도뮤토아파트,
15495,경상북도,경산시,진량읍,선화리,4729025322,A10026482,이안경산진량
15496,대구광역시,달성군,옥포읍,강림리,2771026223,A10027641,대구옥포LH천년나무3단지
15497,인천광역시,계양구,동양동,2824511000,A40772603,한진해모로아파트,
15498,부산광역시,연제구,연산동,2647010200,A10026119,아이유파크아파트,
15499,충청북도,단양군,단양읍,상진리,4380025027,A10026120,단양 단아루아파트
15500,경상북도,김천시,덕곡동,4715011600,A10025956,남혁신코아루푸르나임,
15501,경기도,안양만안구,안양동,4117110100,A10025811,영화아이닉스아파트,
15502,경기도,평택시,비전동,4122011800,A10025634,명진비전파크아파트,
15503,경기도,수원권선구,오목천동,4111312900,A10027422,오목천역 서희스타힐스아파트,
15504,서울특별시,광진구,화양동,1121510700,A10025404,아스하임4차,
15505,부산광역시,해운대구,중동,2635010600,A10025181,해운대 LCT 더샵아파트,
15506,전라남도,해남군,해남읍,해리,4682025021,A10025247,해남코아루더베스트아파트
15507,경기도,고양덕양구,지축동,4128110900,A10025162,지축역 북한산 유보라 아파트,
15508,서울특별시,중랑구,면목동,1126010100,A10025159,한양수자인사가정파크아파트,
15509,서울특별시,양천구,신월동,1147010300,A10025157,신도브래뉴신월2차아파트,
15510,부산광역시,강서구,명지동,2644010400,A10027581,명지대방노블랜드오션뷰2차아파트,
15511,충청남도,당진시,읍내동,4427010100,A10027376,당진2차푸르지오아파트,
15512,광주광역시,북구,연제동,2917012900,A10026771,첨단 연제고운하이플러스,
15513,경상북도,경주시,외동읍,입실리,4713025921,A10026110,외동 미소지움시티아파트
15514,경상남도,창원성산구,가음동,4812313100,A10026560,창원 센텀 푸르지오,
15515,경상북도,경주시,외동읍,모화리,4713025922,A10026268,경주외동사랑으로부영2단지
15516,경기도,화성시,목동,4159013400,A10026087, 한신더휴아파트,
15517,경기도,용인기흥구,구갈동,4146310200,A10025933,기흥역 더샵 아파트,
15518,제주특별자치도,제주시,도남동,5011012900,A10025713,도남해모로리치힐아파트,
15519,경상북도,안동시,용상동,4717011000,A10025652,용상화성파크드림,
15520,경기도,평택시,용이동,4122012400,A10025544,비전지웰테라스,
15521,서울특별시,강남구,개포동,1168010300,A10025675,래미안블레스티지,
15522,경상남도,밀양시,하남읍,수산리,4827025321,A10025413,수산사랑채뷰아파트
15523,서울특별시,종로구,홍파동,1111017900,A10027118,경희궁자이2단지 아파트,
15524,제주특별자치도,제주시,이도이동,5011010400,A10025784,나라키움 제주마루,
15525,경기도,부천시,중동,4119010800,A10025029,중동센트럴파크푸르지오,
15526,대구광역시,달성군,유가읍,봉리,2771025924,A10027705,테크노폴리스 남해오네뜨2차
15527,서울특별시,중랑구,중화동,1126010300,A10027456,중화동양엔파트 주상복합,
15528,대구광역시,달성군,유가읍,봉리,2771025924,A10027440,테크노폴리스 화성파크드림
15529,서울특별시,강동구,성내동,1174010800,A10027354,올림픽파크한양수자인,
15530,경기도,김포시,운양동,4157010300,A10027079,하늘빛마을 한신더휴테라스 11블럭 ,
15531,경상남도,양산시,동면,석산리,4833031026,A10027005,남양산역 반도유보라 아이비파크6.0 아파트
15532,경기도,용인기흥구,마북동,4146311300,A10026882,용인마북신원아침도시,
15533,서울특별시,강서구,마곡동,1150010500,A10026879,마곡13단지 힐스테이트마스터 아파트,
15534,경기도,오산시,내삼미동,4137011000,A10026915,세교 쌍용예가 NHF 아파트,
15535,인천광역시,남동구,서창동,2820010500,A10026786,e편한세상서창아파트,
15536,경기도,김포시,마산동,4157010800,A10026763,김포한강신도시 레이크에일린의 뜰,
15537,경기도,의정부시,호원동,4115010200,A10026718,의정부호원행복주택단지,
15538,부산광역시,동구,좌천동,2617010300,A10026146,좌천 서린엘마르더뷰 ,
15539,대구광역시,달서구,송현동,2729012200,A10025929,해맞이타운,
15540,대전광역시,서구,갈마동,3017011100,A10025894,갤러리휴리움아파트,
15541,경기도,화성시,장지동,4159013600,A10025520,행복주택28단지,
15542,대전광역시,동구,대성동,3011013900,A30076101,대성삼익세라믹,
15543,경기도,광주시,송정동,4161010300,A46471702,송정파라다이스2단지,
15544,강원도,원주시,단구동,4213010700,A22094408,구곡두산아파트,
15545,충청북도,음성군,감곡면,오향리,4377037021,A36970302,감곡휴먼시아아파트
15546,부산광역시,사하구,장림동,2638010500,A60477315,장림현대아파트,
15547,서울특별시,구로구,고척동,1153010600,A15208006,고척벽산베스트블루밍,
15548,경기도,수원영통구,망포동,4111710700,A44370703,센트럴하이츠,
15549,인천광역시,부평구,삼산동,2823710500,A40309006,삼산미래타운5단지,
15550,경기도,의정부시,신곡동,4115010400,A48072806,신곡신일1차,
15551,경기도,여주시,멱곡동,4167011700,A46980202,정광휴레나,
15552,강원도,원주시,판부면,서곡리,4213038022,A22075001,거장2차아파트
15553,경기도,안양만안구,석수동,4117110200,A43070604,석수두산위브,
15554,부산광역시,연제구,거제동,2647010100,A61180503,유림아시아드아파트,
15555,전라북도,군산시,나운동,4513014400,A57375603,수송코아루,
15556,서울특별시,강서구,방화동,1150010900,A15785709,방화청솔3단지,
15557,경기도,남양주시,화도읍,마석우리,4136025621,A47297016,마석 중흥s클래스빌
15558,인천광역시,계양구,작전동,2824510300,A40781708,작전 삼보 아파트,
15559,서울특별시,중구,신당동,1114016200,A10045601,신당현대,
15560,서울특별시,성북구,돈암동,1129010300,A13606101,돈암풍림,
15561,인천광역시,남동구,간석동,2820010200,A40581005,간석풍림아이원아파트,
15562,광주광역시,북구,양산동,2917012800,A50020014,양산1차호반리젠시빌,
15563,서울특별시,노원구,중계동,1135010600,A13922102,중계신안,
15564,서울특별시,강동구,성내동,1174010800,A13484102,성내코오롱,
15565,경기도,파주시,문산읍,문산리,4148025021,A41390402,문산한진1차
15566,경기도,이천시,대월면,사동리,4150035026,A46785505,현대전자아파트
15567,울산광역시,동구,서부동,3117010800,A68280710,현대패밀리서부1차,
15568,광주광역시,광산구,산정동,2920012700,A50605302,산정태양,
15569,부산광역시,해운대구,좌동,2635010700,A61203013,두산2차아파트,
15570,서울특별시,강북구,미아동,1130510100,A14210001,삼각산아이원임대,
15571,부산광역시,부산진구,전포동,2623010200,A61486501,전포대동파크맨션아파트,
15572,인천광역시,서구,신현동,2826010900,A40483002,신현 효성 아파트,
15573,충청남도,아산시,용화동,4420011200,A33679001,용화마을신도브래뉴아파트,
15574,인천광역시,연수구,옥련동,2818510100,A40682804,청학 송도 영남 아파트,
15575,서울특별시,은평구,신사동,1138010900,A12208103,신사한신휴플러스,
15576,경기도,파주시,문산읍,당동리,4148025022,A41390107,파주힐스테이트2차
15577,서울특별시,강북구,우이동,1130510400,A14209001,우이대우,
15578,경기도,여주시,오학동,4167012100,A46985513,여주현진에버빌,
15579,경상남도,양산시,평산동,4833011900,A62675509,양산평산휴먼시아,
15580,경기도,시흥시,정왕동,4139013200,A42986112,시화두산아파트,
15581,전라남도,영암군,삼호읍,용앙리,4683025326,A52670308,용앙2휴먼시아
15582,대구광역시,북구,침산동,2723010600,A70285703,침산3차푸르지오아파트,
15583,충청북도,음성군,대소면,태생리,4377034022,A36970204,음성대소두진하트리움
15584,전라북도,전주완산구,효자동3가,4511114200,A56087003,효자동 서곡대림,
15585,대전광역시,중구,문화동,3014011600,A30113009,계룡문화,
15586,전라남도,무안군,삼향읍,남악리,4684025622,A53470003,남악상록
15587,서울특별시,강서구,화곡동,1150010300,A15770102,그랜드아이파크,
15588,서울특별시,동작구,상도동,1159010200,A15603206,상도더샵,
15589,경기도,부천시,상동,4119010900,A42086401,상동코오롱이데아폴리스,
15590,경상북도,구미시,임은동,4719011700,A73013001,임은대동타운,
15591,전라북도,전주완산구,평화동1가,4511113200,A56084404,평화동 지안리즈아파트,
15592,서울특별시,서초구,잠원동,1165010600,A13790706,잠원한신로얄,
15593,경상남도,창원마산회원구,양덕동,4812710500,A10027419,양덕코오롱하늘채아파트,
15594,대구광역시,달성군,현풍읍,중리,2771026522,A10027674,대구 테크노폴리스 LH천년나무2단지
15595,경상북도,영주시,가흥동,4721010500,A10027654,코아루 노블 아파트,
15596,경상남도,양산시,주진동,4833011800,A10027365,양산롯데캐슬아파트,
15597,광주광역시,광산구,월계동,2920011500,A10027010,첨단삼성아파트,
15598,경기도,양주시,옥정동,4163011400,A10026963,LH양주옥정16단지,
15599,서울특별시,서초구,서초동,1165010800,A10026972,서초동 아이파크,
15600,제주특별자치도,서귀포시,중문동,5013011200,A10026817,중문남해오네뜨오션힐,
15601,제주특별자치도,제주시,애월읍,광령리,5011025321,A10026671,슈테른더테라스
15602,부산광역시,기장군,정관읍,모전리,2671025627,A10026813,정관 엘에이치 7단지
15603,서울특별시,강남구,대치동,1168010600,A10026526,대치풍림아이원3.4차아파트 ,
15604,경기도,광명시,일직동,4121010600,A10026455,광명역써밋플레이스,
15605,경기도,고양덕양구,신원동,4128110300,A10026357,신원마을10단지 삼송 동일스위트,
15606,충청남도,천안서북구,불당동,4413310800,A10026234,천안불당 파크푸르지오 2단지,
15607,충청북도,보은군,보은읍,장신리,4372025023,A10025892,보은 신한헤센아파트
15608,충청남도,논산시,연무읍,안심리,4423025331,A10025740,연무골든팰리스2차아파트
15609,충청북도,음성군,대소면,소석리,4377034023,A10025736,이안음성대소아파트
15610,경기도,하남시,풍산동,4145011000,A10025667,미사강변센트럴풍경채아파트,
15611,서울특별시,송파구,풍납동,1171010300,A10025632,송파해모로아파트,
15612,광주광역시,남구,주월동,2915510600,A10025575,주월빛여울채아파트,
15613,인천광역시,부평구,산곡동,2823710300,A10025523,부평샬레아넬리스아파트,
15614,경기도,화성시,청계동,4159013000,A10027646,동탄역 신안인스빌리베라,
15615,광주광역시,광산구,도산동,2920010200,A10026889,도산 우방 아이유쉘 아파트,
15616,경기도,화성시,영천동,4159013100,A10026888,동탄역센트럴상록아파트,
15617,인천광역시,연수구,동춘동,2818510500,A10026613,연수서해그랑블1단지아파트,
15618,경상남도,창원진해구,자은동,4812914200,A10026400,창원 자은3 LH천년나무아파트,
15619,충청남도,당진시,석문면,통정리,4427032021,A10026635,당진석문LH천년나무3단지
15620,광주광역시,북구,삼각동,2917011600,A10026381,신일곡 골드클래스 아파트,
15621,충청남도,천안동남구,청당동,4413111100,A10026252,행정타운 두산위브 더 파크 아파트,
15622,울산광역시,울주군,청량읍,상남리,3171026223,A10026251,덕하한양수자인아파트
15623,서울특별시,중구,만리동2가,1114017400,A10026517,서울역한라비발디센트럴아파트,
15624,강원도,원주시,반곡동,4213011700,A10025722,LH센트럴파크,
15625,전라북도,전주덕진구,송천동2가,4511312200,A10025628,에코시티 더샵3차아파트,
15626,강원도,춘천시,후평동,4211012000,A10025964,춘천일성트루엘더퍼스트 아파트,
15627,부산광역시,사하구,괴정동,2638010100,A10025542,괴정어반푸르지오,
15628,전라남도,순천시,조례동,4615013300,A10025538,영무예다음아파트,
15629,부산광역시,남구,문현동,2629010900,A10025508,문현베스티움아파트,
15630,전라남도,여수시,웅천동,4613013400,A10025466,포레나 여수 웅천2단지아파트,
15631,인천광역시,중구,중산동,2811014500,A10025246,영종하늘도시KCC스위첸,
15632,서울특별시,성북구,장위동,1129013800,A10025245,래미안퍼스트하이,
15633,광주광역시,광산구,쌍암동,2920011600,A10025209,첨단 대라수2차 주상복합,
15634,충청북도,청주흥덕구,복대동,4311311400,A10025156,청주지웰시티푸르지오 아파트,
15635,대구광역시,수성구,만촌동,2726010200,A10025194,만촌삼정그린코아에듀파크,
15636,제주특별자치도,제주시,조천읍,대흘리,5011025926,A10025146,제주 더오름카운티원
15637,경상남도,양산시,물금읍,가촌리,4833025323,A10027724,양산 물금 부영 1단지 아파트
15638,부산광역시,서구,암남동,2614012400,A10027458,송도 서린엘마르아파트,
15639,서울특별시,동대문구,답십리동,1123010500,A13003007,래미안위브,
15640,경기도,평택시,팽성읍,안정리,4122025041,A10027278,평택브라운스톤험프리스아파트
15641,충청북도,충주시,대소원면,본리,4313033531,A10027223,충주코아루퍼스트아파트
15642,경기도,남양주시,별내동,4136011100,A10027230,별내 미리내마을4-3단지,
15643,부산광역시,금정구,구서동,2641010700,A10027328,구서 SK VIEW 2단지 아파트,
15644,충청남도,천안서북구,불당동,4413310800,A10027091,불당호반베르디움센트로포레,
15645,경기도,화성시,향남읍,상신리,4159025924,A10026793,화성향남2 언덕마을18단지
15646,경기도,용인처인구,역북동,4146110200,A10026630,우미 린 센트럴파크 관리사무소,
15647,경상남도,양산시,물금읍,가촌리,4833025323,A10026410,대방노블랜드 8차 로얄카운티
15648,부산광역시,사하구,장림동,2638010500,A10026369,장림지원시티파크,
15649,경기도,구리시,토평동,4131010700,A10026304,영풍마드레빌2차아파트,
15650,경상남도,창원마산합포구,완월동,4812512800,A10026275,완월서광1차아파트,
15651,강원도,횡성군,둔내면,둔방내리,4273033022,A10026196,둔내건영아모리움아파트
15652,충청남도,공주시,금흥동,4415012100,A10025943,공주월송흥화하브아파트,
15653,충청북도,제천시,천남동,4315012500,A10025568,제천 신원아침도시더퍼스트아파트,
15654,서울특별시,서초구,잠원동,1165010600,A10025381,잠원중앙하이츠B아파트,
15655,경기도,의정부시,호원동,4115010200,A10025233,르네상스시티,
15656,서울특별시,양천구,목동,1147010200,A10025127,길성그랑프리텔아파트,
15657,서울특별시,양천구,신월동,1147010300,A10025120,수명산 동원데쟈뷰아파트,
15658,경기도,양주시,옥정동,4163011400,A10025028,양주 옥정 세영리첼레이크파크,
15659,충청북도,청주흥덕구,가경동,4311311300,A10025027,청주가경아이파크2단지,
15660,세종특별자치시,아름동,3611011300,A10027683,범지기3단지아파트 ,,
15661,충청북도,청주흥덕구,강서동,4311311700,A10027727,강서베리굿1차,
15662,전라북도,군산시,지곡동,4513014300,A10027742,군산 서희스타힐스 아파트,
15663,서울특별시,영등포구,문래동3가,1156012100,A10027023,문래우정아파트,
15664,인천광역시,서구,가정동,2826010800,A40423002,예뜰채,
15665,대구광역시,달서구,장기동,2729011000,A10027401,장기동협성휴포레,
15666,서울특별시,성동구,하왕십리동,1120010200,A10027289,센트라스,
15667,강원도,홍천군,홍천읍,갈마곡리,4272025024,A10027279,홍천오드카운티아파트
15668,광주광역시,광산구,월계동,2920011500,A10027006,첨단라인3차아파트,
15669,전라북도,전주덕진구,송천동2가,4511312200,A10025612,에코시티데시앙12블럭,
15670,경상북도,구미시,공단동,4719011300,A10025547,강변뉴타운효성해링턴플레이스,
15671,경상남도,김해시,삼계동,4825010700,A62107005,화정마을5단지(북부부영1차),
15672,대구광역시,수성구,신매동,2726011800,A70678203,신매우방타운,
15673,서울특별시,양천구,목동,1147010200,A15875101,목동1단지,
15674,서울특별시,노원구,중계동,1135010600,A13986004,중계주공10단지,
15675,경상남도,통영시,광도면,안정리,4822034027,A65082107,통영현대성우오스타2단지
15676,세종특별자치시,한솔동,3611010600,A33982102,첫마을3단지아파트,,
15677,충청남도,당진시,송산면,유곡리,4427039031,A34375402,당진엠코타운
15678,서울특별시,영등포구,신길동,1156013200,A15005001,신길우성4차아파트 ,
15679,경기도,수원장안구,연무동,4111113700,A44080701,연무성원,
15680,경상북도,경산시,압량면,부적리,4729025621,A71282001,압량한라빌라트
15681,서울특별시,노원구,공릉동,1135010300,A13980107,공릉신도1차,
15682,대구광역시,수성구,신매동,2726011800,A70678115,시지두성타운,
15683,경기도,평택시,이충동,4122010900,A45974404,이충부영1차,
15684,서울특별시,강서구,등촌동,1150010200,A15703301,등촌8단지주공아파트,
15685,경기도,화성시,봉담읍,와우리,4159025325,A44589124,봉담아이파크아파트
15686,경기도,시흥시,정왕동,4139013200,A42945006,시화세종1차,
15687,대구광역시,수성구,시지동,2726011400,A70677810,고산노변타운,
15688,울산광역시,남구,무거동,3114010100,A68081212,무거청구,
15689,광주광역시,남구,봉선동,2915511500,A50306006,모아1-2차,
15690,강원도,원주시,명륜동,4213010600,A22077601,동현맨션,
15691,서울특별시,노원구,상계동,1135010500,A13983815,상계은빛2단지,
15692,인천광역시,계양구,박촌동,2824510900,A40772302,박촌휴먼시아1단지,
